Nt,J,lr,loss_mean,loss_std,FPR,TPR,price_mean,price_std,alg,recall,precision,fr_p
3,5,5,0.116,0.0167032930885,0.0689954337957,0.987677878902,15.0419,0.297374326397,SM-runs,0.987677878902,0.969337946224,0.5
3,6,5,0.1012,0.0223508389104,0.0614952134829,0.990330059752,25.8,0.0,Baseline,0.990330059752,0.973186040963,0.5
3,6,5,0.0875,0.0113247516529,0.0518539848109,0.988494358699,23.0322,0.18137574259,M-runs,0.988494358699,0.977311109775,0.5
3,6,5,0.0912,0.0213953265925,0.0543890049643,0.988864043958,17.0778,0.247544662637,SM-runs,0.988864043958,0.976217751675,0.5
3,7,5,0.0708,0.0192083315257,0.0440408624951,0.995239257509,30.1,0.0,Baseline,0.995239257509,0.980826874001,0.5
3,7,5,0.0556,0.0169422548676,0.0330637573488,0.992664695105,26.8275,0.17161424766,M-runs,0.992664695105,0.985567390173,0.5
3,7,5,0.0779,0.0236069904901,0.0467419436809,0.990788498704,19.3142,0.184804112508,SM-runs,0.990788498704,0.979647442722,0.5
3,8,5,0.0466,0.011833849754,0.0286904455707,0.995551329022,34.4,0.0,Baseline,0.995551329022,0.987620031994,0.5
3,8,5,0.0469,0.00973087868592,0.0283130065288,0.99438657455,30.6856,0.242336625379,M-runs,0.99438657455,0.98773224696,0.5
3,8,5,0.075,0.0218174242293,0.0450335356714,0.990656889162,21.3715,0.255788291366,SM-runs,0.990656889162,0.980538868764,0.5
3,9,5,0.0388,0.0153349274534,0.0238999063182,0.998103244508,38.7,0.0,Baseline,0.998103244508,0.989169123194,0.5
3,9,5,0.0394,0.0114821600755,0.0239154507175,0.996479600142,34.4907,0.285146646482,M-runs,0.996479600142,0.989357209714,0.5
3,9,5,0.0578,0.0156256199877,0.0321882095836,0.989383597933,23.47,0.213537350363,SM-runs,0.989383597933,0.985337653082,0.5
3,10,5,0.0332,0.0160486759578,0.0203776957206,0.998252087597,43.0,0.0,Baseline,0.998252087597,0.990747683219,0.5
3,10,5,0.0299,0.0119369175251,0.017905497115,0.997930323505,38.325,0.235127624919,M-runs,0.997930323505,0.99168853326,0.5
3,10,5,0.0515,0.0158697826072,0.0299441661733,0.994149893863,25.5751,0.126868790488,SM-runs,0.994149893863,0.986198518617,0.5
